City,level,PMs,PMs1,PMs2,yagao,myl,msg,xmn,soil,ocean,river,emission
Changde City,6,0.080514881,0.076489137,0.004025744,0.024855232,0.010336729,0.023060085,0.022262835,0.004897486,0.015519514,0.028563357,0.048980357
Changzhou City,6,0.05818504,0.055275788,0.002909252,0.017950087,0.00747518,0.016666892,0.016092882,0.003532821,0.011211047,0.02052347,0.035267338
Chaohu City,6,0.01210763,0.011502249,0.000605382,0.003738322,0.001559394,0.003474726,0.003335188,0.000525827,0.002818077,0.005212044,0.008555948
Chaoyang City,6,0.04848531,0.046061045,0.002424266,0.014936136,0.006230163,0.01385756,0.01346145,0.002088185,0.01137438,0.020857609,0.034320174
Chaozhou City,6,0.030876754,0.029332917,0.001543838,0.009512174,0.003961842,0.008863075,0.008539663,0.001345685,0.008882219,0.011587911,0.021815815
Chenzhou City,6,0.050676239,0.048142427,0.002533812,0.015556475,0.006530334,0.014452682,0.014136747,0.00218637,0.011855426,0.021854673,0.035896469
Chengdu City,6,0.209358304,0.198890389,0.010467915,0.064544512,0.026857866,0.059987526,0.057968401,0.018218904,0.027137621,0.049936936,0.095293461
Chengde City,6,0.047192153,0.044832546,0.002359608,0.014600943,0.006055593,0.013490069,0.013045548,0.002033908,0.011049739,0.020366101,0.033449748
Chizhou City,6,0.016239992,0.015427992,0.000812,0.005013134,0.00208329,0.004641513,0.004502054,0.00070741,0.003792472,0.00696287,0.011462752
Chifeng City,6,0.049575668,0.047096884,0.002478783,0.015301364,0.006355184,0.01418347,0.01373565,0.003024839,0.009512621,0.017494599,0.030032059
Chongzuo City,6,0.033570481,0.031891957,0.001678524,0.010331968,0.004325651,0.009561953,0.009350908,0.001456704,0.007830397,0.014428785,0.023715886
Chuzhou City,6,0.058159343,0.055251376,0.002907967,0.017939644,0.007479105,0.016652156,0.016088438,0.002497468,0.013645647,0.025068428,0.041211543
Chuxiong Yi Autonomous Prefecture,6,0.035893181,0.034098522,0.001794659,0.010994593,0.004632193,0.010271054,0.009995342,0.001553041,0.008386812,0.015489646,0.025429499
Dazhou City,6,0.105399974,0.100129975,0.005269999,0.032409107,0.013578835,0.030209703,0.029202329,0.004579922,0.024664925,0.045310699,0.074555546
Dali Bai Autonomous Prefecture,6,0.052968331,0.050319915,0.002648417,0.016399912,0.006789397,0.015093686,0.014685337,0.002298451,0.012409227,0.022802833,0.037510511
Dalian City,6,0.056664304,0.053831089,0.002833215,0.01738909,0.007353795,0.016184303,0.015737116,0.003460872,0.013370201,0.017579987,0.03441106
Daqing City,6,0.027930725,0.026534189,0.001396536,0.008597186,0.003577316,0.007993905,0.007762318,0.001210238,0.006515952,0.012048458,0.019774648
Datong City,6,0.040968898,0.038920453,0.002048445,0.012700901,0.005271147,0.011685103,0.011311747,0.001766578,0.009588522,0.017683565,0.029038665
Dandong City,6,0.029068571,0.027615142,0.001453429,0.008960377,0.00372463,0.00833895,0.008044614,0.001254353,0.008364701,0.010982582,0.020601636
Deyang City,6,0.059588959,0.056609511,0.002979448,0.018477208,0.007652701,0.016954224,0.016504827,0.002586817,0.013885803,0.025605628,0.042078248
Dezhou City,6,0.088472712,0.084049077,0.004423636,0.027286417,0.011354563,0.025384031,0.024447701,0.005364851,0.017024803,0.031401891,0.053791545
Diqing Tibetan Autonomous Prefecture,6,0.013695653,0.013010871,0.000684783,0.004211856,0.001752293,0.003926111,0.003805393,0.000596044,0.003185398,0.005883743,0.009665185
Dingxi City,6,0.041643634,0.039561452,0.002082182,0.012778755,0.005372573,0.011968288,0.011524018,0.001804611,0.009769584,0.017943111,0.029517306
Dongguan City,6,0.102790168,0.097650659,0.005139508,0.031642473,0.013211493,0.029449298,0.028486904,0.004429108,0.029735377,0.038674097,0.072838582
Dongying City,6,0.014483544,0.013759367,0.000724177,0.004467181,0.001851765,0.004150271,0.004014327,0.000886384,0.003403553,0.004454684,0.008744621
Ordos City,6,0.019508431,0.018533009,0.000975422,0.005994661,0.002497655,0.005587894,0.005428221,0.001187682,0.003760892,0.006883247,0.011831821
Ezhou City,6,0.009889906,0.009395411,0.000494495,0.003031482,0.001274077,0.002834844,0.002749504,0.00042508,0.00231443,0.004270145,0.007009655
Enshi Tujia and Miao Autonomous Prefecture,6,0.028497195,0.027072336,0.00142486,0.008785632,0.003661681,0.008153463,0.007896419,0.001229508,0.00667072,0.01228194,0.020182168
Fangchenggang City,6,0.01458961,0.01386013,0.000729481,0.00447291,0.001873805,0.004185197,0.004057698,0.000628054,0.00421536,0.005516919,0.010360333
Foshan City,6,0.108620827,0.103189785,0.005431041,0.033478874,0.013992994,0.031043185,0.030105774,0.009528303,0.014034214,0.025858811,0.049421328
Fuzhou City (Fujian),6,0.062696275,0.059561461,0.003134814,0.019374078,0.008008651,0.01798129,0.017332256,0.005442834,0.010029455,0.013225473,0.028697762
Fushun City,6,0.027110876,0.025755332,0.001355544,0.008363058,0.003488354,0.007750148,0.007509316,0.001163484,0.006346338,0.011719368,0.01922919
Fuzhou City (Jiangxi),6,0.050148278,0.047640864,0.002507414,0.015380109,0.006469396,0.014332046,0.013966727,0.002167904,0.011674658,0.021640173,0.035482735
Fuxin City,6,0.024203807,0.022993617,0.00121019,0.007447127,0.003107785,0.006945665,0.00670323,0.001038042,0.005680146,0.01044421,0.017162398
Fuyang City,6,0.107661391,0.102278322,0.00538307,0.033241483,0.013868168,0.03067391,0.029877829,0.004666157,0.025132997,0.046293251,0.076092405
Ganzhou City,6,0.092668398,0.088034979,0.00463342,0.028612772,0.011877521,0.026424506,0.0257536,0.005648371,0.017786178,0.03279628,0.056230829
Guyuan City,6,0.015811639,0.015021057,0.000790582,0.004866177,0.002045686,0.004518345,0.004381432,0.00068269,0.003691476,0.006816579,0.011190745
Guang'an City,6,0.074577335,0.070848468,0.003728867,0.022986317,0.009558602,0.021378335,0.02065408,0.003233433,0.017403796,0.032121687,0.052758916
Guangyuan City,6,0.069802122,0.066312016,0.003490106,0.021547828,0.008972391,0.019958634,0.019323269,0.003013885,0.016314398,0.030059344,0.049387627
Guangzhou City,6,0.184736871,0.175500027,0.009236844,0.056944311,0.023785609,0.052754204,0.051252746,0.019124338,0.020843687,0.027388156,0.067356181
Guigang City,6,0.063757251,0.060569388,0.003187863,0.019640714,0.008171014,0.018290644,0.017654878,0.002764872,0.014841958,0.027402698,0.045009528
Guiyang City,6,0.069985998,0.066486698,0.0034993,0.021528481,0.009000804,0.019997031,0.019459681,0.004236222,0.013486641,0.024837952,0.042560815
Guilin City,6,0.063151516,0.05999394,0.003157576,0.019491777,0.008092241,0.018087422,0.017480076,0.002741688,0.014773719,0.02712683,0.044642237
Harbin City,6,0.096999036,0.092149084,0.004849952,0.029934887,0.012390054,0.027756753,0.026917342,0.00592728,0.018626761,0.034168779,0.05872282
Hami City,6,0.011274634,0.010710902,0.000563732,0.003472314,0.001447131,0.003220473,0.003134716,0.000487545,0.002631096,0.004859982,0.007978623
Haidong City,6,0.031469595,0.029896115,0.00157348,0.009717966,0.00404175,0.009020328,0.008689552,0.001366959,0.007348864,0.013566084,0.022281907
Haikou City,6,0.019082075,0.018127972,0.000954104,0.005888791,0.002452532,0.005446182,0.005294571,0.000819248,0.005508076,0.007214575,0.013541899
Handan City,6,0.100929356,0.095882888,0.005046468,0.031051187,0.012976795,0.028928818,0.027972555,0.006155898,0.019328836,0.035683933,0.061168667
Hanzhong City,6,0.056077345,0.053273477,0.002803867,0.017278598,0.007217887,0.016015147,0.015565712,0.002408966,0.013112141,0.024222372,0.039743479
Hangzhou City,6,0.096642581,0.091810452,0.004832129,0.029799986,0.012397791,0.027595692,0.026849112,0.008438488,0.012580795,0.023059716,0.044078999
Hefei City,6,0.069040382,0.065588363,0.003452019,0.021266621,0.008872023,0.019792722,0.019109015,0.006052302,0.008908343,0.016478519,0.031439164
Hechi City,6,0.048542697,0.046115562,0.002427135,0.015043474,0.006247344,0.01388212,0.013369759,0.002103654,0.01134676,0.020896804,0.034347218
Heyuan City,6,0.034399342,0.032679375,0.001719967,0.010612262,0.004402956,0.009833648,0.009550476,0.001483504,0.008049682,0.014821073,0.024354259
Heze City,6,0.09523761,0.09047573,0.004761881,0.029260203,0.012312543,0.027191734,0.02647313,0.005857256,0.018167118,0.033520822,0.057545196
Hezhou City,6,0.031376457,0.029807634,0.001568823,0.009631663,0.004043475,0.008985341,0.008715979,0.001359672,0.007343144,0.013475657,0.022178473
Hebi City,6,0.015407561,0.014637183,0.000770378,0.004748557,0.001978647,0.004407063,0.004273294,0.000669159,0.00360856,0.006615093,0.010892812
Hegang City,6,0.016489788,0.015665298,0.000824489,0.005073896,0.002115968,0.004708298,0.004591627,0.000716922,0.003850584,0.007097605,0.011665111
Heihe City,6,0.02743132,0.026059754,0.001371566,0.008441344,0.003529675,0.007861987,0.007598315,0.001183701,0.006423516,0.011805175,0.019412392
Hengshui City,6,0.052857339,0.050214472,0.002642867,0.016210639,0.006801406,0.015097691,0.014747602,0.002287286,0.012353087,0.022751186,0.037391559
Hengyang City,6,0.07991563,0.075919848,0.003995781,0.024515816,0.010335459,0.022882736,0.022181618,0.004873932,0.015346869,0.028277729,0.04849853
Honghe Hani and Yi Autonomous Prefecture,6,0.077697752,0.073812865,0.003884888,0.023906761,0.009984165,0.022171916,0.02163491,0.003339573,0.018247701,0.033604405,0.055191679
Hohhot City,6,0.019475394,0.018501624,0.00097377,0.006006132,0.002498919,0.00556875,0.005401593,0.000844161,0.004543053,0.008381931,0.013769145
Hulunbuir City,6,0.031678082,0.030094178,0.001583904,0.009800617,0.004040429,0.009056257,0.008780779,0.001378584,0.007405785,0.013632179,0.022416548
Huludao City,6,0.035396469,0.033626646,0.001769823,0.010891587,0.00455527,0.010094921,0.009854691,0.001533003,0.010197122,0.013325588,0.025055713
Huzhou City,6,0.035349517,0.033582041,0.001767476,0.0108816,0.004546817,0.010154286,0.009766814,0.002162881,0.006767503,0.012469303,0.021399687
Huaihua City,6,0.058477192,0.055553333,0.00292386,0.017986701,0.007563477,0.0167366,0.016190414,0.002508944,0.013696904,0.025239274,0.041445122
Huai'an City,6,0.057239117,0.054377161,0.002861956,0.017699539,0.007342874,0.016339616,0.015857089,0.003498835,0.010985337,0.020201048,0.03468522
Huaibei City,6,0.022796054,0.021656251,0.001139803,0.007015554,0.002918576,0.006537432,0.006324493,0.000975447,0.005338535,0.009867147,0.016181129
Huainan City,6,0.045599346,0.043319379,0.002279967,0.014051813,0.005866964,0.013044291,0.012636278,0.001963346,0.010690154,0.019690762,0.032344262
Huanggang City,6,0.059492541,0.056517914,0.002974627,0.018199868,0.007687742,0.016990311,0.016614621,0.002598796,0.013849729,0.025572886,0.042021411
Huangshan City,6,0.020792172,0.019752563,0.001039609,0.006388348,0.002670673,0.005960206,0.005772945,0.000892115,0.004861401,0.008987906,0.014741422
Huangshi City,6,0.020704813,0.019669572,0.001035241,0.006383401,0.002661746,0.005935863,0.005723803,0.00089812,0.004835138,0.008896362,0.01462962
Huizhou City,6,0.057860991,0.054967942,0.00289305,0.017859183,0.007445165,0.016452008,0.016104635,0.003555507,0.013583038,0.017823236,0.034961781
Jixi City,6,0.033124329,0.031468112,0.001656216,0.010215813,0.004282047,0.009418602,0.009207868,0.001436285,0.00773917,0.014264384,0.023439839
Ji'an City (Jiangxi),6,0.059396018,0.056426217,0.002969801,0.018300916,0.007613775,0.017046212,0.016435115,0.002575497,0.013861023,0.025561132,0.041997652
Jilin City,6,0.043676902,0.041493056,0.002183845,0.013434716,0.005611449,0.01250423,0.012126507,0.001882362,0.010248392,0.018854579,0.030985333
Jinan City,6,0.080184406,0.076175185,0.00400922,0.024697617,0.010288796,0.022966931,0.022231061,0.006993603,0.01042558,0.019158864,0.036578047
Jining City,6,0.074779509,0.071040533,0.003738975,0.022972874,0.00963208,0.021321032,0.020853522,0.004557999,0.014369131,0.026387298,0.045314428
Jiamusi City,6,0.043408252,0.041237839,0.002170413,0.01340188,0.005597633,0.012421883,0.011986857,0.001896879,0.010089479,0.018652888,0.030639246
Jiaxing City,6,0.050169787,0.047661297,0.002508489,0.015463616,0.006422016,0.014406269,0.013877886,0.003053427,0.011858293,0.01556949,0.03048121
Jiayuguan City,6,0.002858605,0.002715675,0.00014293,0.000880966,0.000365541,0.000817905,0.000794194,0.000124367,0.000666483,0.001226503,0.002017353
Jiangmen City,6,0.062304363,0.059189144,0.003115218,0.019138679,0.008049318,0.017772069,0.017344297,0.003803384,0.014751283,0.019160575,0.037715242
Jiaozuo City,6,0.025121408,0.023865338,0.00125607,0.007750789,0.003229063,0.007189658,0.006951899,0.001086767,0.005864417,0.010828915,0.017780099
Jieyang City,6,0.077371487,0.073502913,0.003868574,0.023765704,0.009949144,0.022161812,0.021494827,0.003371117,0.022223121,0.029096423,0.054690661
Jinchang City,6,0.006373689,0.006055005,0.000318684,0.001964219,0.000814845,0.00182401,0.001770616,0.000275598,0.001491379,0.002749147,0.004516124
Jinhua City,6,0.050684986,0.048150736,0.002534249,0.015666746,0.006499197,0.014506534,0.014012508,0.003087286,0.009707792,0.017924885,0.030719963
Jinzhou City,6,0.039719508,0.037733533,0.001985975,0.012259703,0.005080698,0.011401727,0.010977381,0.001721423,0.011424523,0.014934561,0.028080507
Jincheng City,6,0.019320647,0.018354615,0.000966032,0.005969597,0.002473422,0.005524951,0.005352677,0.000842381,0.00450556,0.008312744,0.013660685
Jinzhong City,6,0.040177797,0.038168907,0.00200889,0.012347013,0.005181281,0.011508822,0.011140681,0.001750741,0.009374952,0.017271643,0.028397336
Jingmen City,6,0.026509156,0.025183698,0.001325458,0.008181577,0.003393136,0.007567812,0.007366632,0.001144999,0.006178565,0.011454638,0.018778202
Jingzhou City,6,0.048674261,0.046240548,0.002433713,0.015038541,0.006250544,0.013880007,0.013505169,0.002104056,0.011390998,0.020927588,0.034422642
Jingdezhen City,6,0.020847027,0.019804676,0.001042351,0.006421292,0.00266261,0.005965075,0.00579805,0.000905801,0.004873119,0.008975378,0.014754298
Jiujiang City,6,0.059648765,0.056666327,0.002982438,0.018502839,0.007615147,0.017099521,0.016431258,0.003645356,0.01143622,0.020984427,0.036066003
Jiuquan City,6,0.015107664,0.014352281,0.000755383,0.004669892,0.001936746,0.004313982,0.004187044,0.000653194,0.003532682,0.006509432,0.010695308
Kashgar Prefecture,6,0.108022976,0.102621827,0.005401149,0.033504597,0.013810369,0.030847341,0.029860668,0.004662509,0.025230732,0.046650992,0.076544233
Kaifeng City,6,0.046233083,0.043921428,0.002311654,0.014246891,0.005902684,0.013235679,0.012847829,0.002000459,0.01079345,0.019880442,0.032674351
Karamay City,6,0.008380902,0.007961857,0.000419045,0.002583365,0.001075107,0.002388715,0.002333716,0.000364275,0.001958147,0.00359487,0.005917292
Kizilsu Kirgiz Autonomous Prefecture,6,0.017645992,0.016763692,0.0008823,0.005430782,0.002276551,0.005038741,0.004899918,0.000768522,0.004121601,0.007594955,0.012485078
Kunming City,6,0.083090955,0.078936407,0.004154548,0.025731171,0.010651313,0.02385293,0.02285554,0.005065884,0.015913731,0.029369677,0.050349292
Lhasa City,6,0.015812447,0.015021824,0.000790622,0.004875775,0.002024235,0.00452263,0.004389807,0.000688403,0.00369154,0.006780865,0.011160808
Laibin City,6,0.025379238,0.024110276,0.001268962,0.007819371,0.003260142,0.007251602,0.007048122,0.001100874,0.00593697,0.010898324,0.017936168
Lanzhou City,6,0.039877207,0.037883346,0.00199386,0.012251535,0.005131124,0.011415864,0.011078684,0.001726632,0.00931745,0.017197615,0.028241697
Langfang City,6,0.052131226,0.049524665,0.002606561,0.016050663,0.00668947,0.014914338,0.014476755,0.003190787,0.009984892,0.018440688,0.031616367
Leshan City,6,0.054086623,0.051382292,0.002704331,0.016636339,0.006950319,0.015491817,0.015008148,0.002351088,0.012619645,0.023245448,0.038216181
Lijiang City,6,0.022966261,0.021817948,0.001148313,0.007056502,0.002961774,0.006580816,0.00636717,0.00099226,0.005364668,0.009885702,0.01624263
Lishui City,6,0.025284821,0.02402058,0.001264241,0.007792372,0.003249715,0.00725061,0.006992124,0.001089613,0.005910267,0.010903466,0.017903346
Lianyungang City,6,0.058153497,0.055245822,0.002907675,0.017928021,0.007496907,0.016566819,0.016161749,0.00352659,0.013767985,0.017998841,0.035293416
Liaoyang City,6,0.026343945,0.025026748,0.001317197,0.008140283,0.003391668,0.007505499,0.007306495,0.001144675,0.006149263,0.011297879,0.018591817
Liaoyuan City,6,0.019179153,0.018220195,0.000958958,0.005915076,0.002467154,0.005483323,0.005313601,0.000830907,0.004499138,0.008243034,0.013573079
Liaocheng City,6,0.076361866,0.072543773,0.003818093,0.023510388,0.009796322,0.021791201,0.021263955,0.00332181,0.01779242,0.032790967,0.053905197
Nyingchi City,6,0.009735144,0.009248387,0.000486757,0.003002099,0.001252845,0.002782295,0.002697906,0.00042217,0.002276364,0.004182702,0.006881236
Lincang City,6,0.051584393,0.049005173,0.00257922,0.015842397,0.006591803,0.014826905,0.014323288,0.002231183,0.012061852,0.022208624,0.036501659
Linfen City,6,0.042732807,0.040596166,0.00213664,0.013141276,0.005487818,0.012222933,0.01188078,0.001844888,0.01002744,0.018445021,0.030317349
Linyi City,6,0.105883648,0.100589466,0.005294182,0.032785134,0.013554234,0.030132063,0.029412218,0.006511383,0.020223794,0.037315695,0.064050872
Liuzhou City,6,0.04171351,0.039627835,0.002085676,0.012860575,0.00538329,0.01189512,0.011574526,0.002564988,0.007983347,0.014721797,0.025270132
Lu'an City,6,0.07788982,0.073995329,0.003894491,0.024057366,0.010065748,0.022217355,0.021549351,0.003379651,0.018197539,0.03350798,0.05508517
Liupanshui City,6,0.05802659,0.055125261,0.00290133,0.017890917,0.007463332,0.016589746,0.016082595,0.00252174,0.013561169,0.025033543,0.041116452
Longyan City,6,0.021681547,0.02059747,0.001084077,0.006672932,0.002797822,0.006195003,0.00601579,0.000942378,0.005070887,0.009326976,0.015340241
Longnan City,6,0.046528023,0.044201622,0.002326401,0.01433952,0.005999097,0.013311634,0.012877772,0.002016639,0.010853949,0.020018963,0.032889551
Loudi City,6,0.040157897,0.038150002,0.002007895,0.012344853,0.005188304,0.011488477,0.011136263,0.001733699,0.009382397,0.017296254,0.02841235
Luzhou City,6,0.084124024,0.079917823,0.004206201,0.025886961,0.010848758,0.023998895,0.023389411,0.003600366,0.019744415,0.036414603,0.059759384
